codigo,date,value
20644,2022-09-01,20967
20644,2022-10-01,20416
20644,2022-11-01,21090
20644,2022-12-01,21602
20644,2023-01-01,22131
20644,2023-02-01,19614
20644,2023-03-01,23021
20644,2023-04-01,21057
20644,2023-05-01,23064
20644,2023-06-01,21946
20644,2023-07-01,20878
20644,2023-08-01,21647
20644,2023-09-01,20514
20644,2023-10-01,22645
20644,2023-11-01,22103
20644,2023-12-01,20623
20644,2024-01-01,23308
20644,2024-02-01,20994
20644,2024-03-01,22141
20644,2024-04-01,23814
20644,2024-05-01,22174
20644,2024-06-01,20580
20644,2024-07-01,22640
20644,2024-08-01,22251
20644,2024-09-01,22426
20644,2024-10-01,23767
20644,2024-11-01,22812
20644,2024-12-01,23330
20644,2025-01-01,24914
20644,2025-02-01,23168
20644,2025-03-01,24386
20644,2025-04-01,24549
20644,2025-05-01,25077
20644,2025-06-01,24005
20644,2025-07-01,25165
20644,2025-08-01,23437
20644,2025-09-01,25590
20644,2025-10-01,26638
20644,2025-11-01,23778
20644,2025-12-01,25678
20644,2026-01-01,25352
20644,2026-02-01,22808
20644,2026-03-01,26158
20644,2026-04-01,24956
20644,2026-05-01,25704
20644,2026-06-01,26750
20645,2011-03-01,1084
20645,2011-04-01,1031
20645,2011-05-01,1148
20645,2011-06-01,1202
20645,2011-07-01,1220
20645,2011-08-01,1324
20645,2011-09-01,1280
20645,2011-10-01,1144
20645,2011-11-01,1224
20645,2011-12-01,1357
20645,2012-01-01,1030
20645,2012-02-01,1011
20645,2012-03-01,1323
20645,2012-04-01,1131
20645,2012-05-01,1210
20645,2012-06-01,1250
20645,2012-07-01,1140
20645,2012-08-01,1243
20645,2012-09-01,980
20645,2012-10-01,1089
20645,2012-11-01,1058
20645,2012-12-01,1071
20645,2013-01-01,854
20645,2013-02-01,869
20645,2013-03-01,997
20645,2013-04-01,1175
20645,2013-05-01,1176
20645,2013-06-01,1085
20645,2013-07-01,1076
20645,2013-08-01,1138
20645,2013-09-01,1102
20645,2013-10-01,1161
20645,2013-11-01,997
20645,2013-12-01,1113
20645,2014-01-01,834
20645,2014-02-01,978
20645,2014-03-01,984
20645,2014-04-01,1006
20645,2014-05-01,1100
20645,2014-06-01,1010
20645,2014-07-01,936
20645,2014-08-01,1031
20645,2014-09-01,1279
20645,2014-10-01,1203
20645,2014-11-01,1003
20645,2014-12-01,1180
20645,2015-01-01,701
20645,2015-02-01,637
20645,2015-03-01,914
20645,2015-04-01,827
20645,2015-05-01,776
20645,2015-06-01,772
20645,2015-07-01,836
20645,2015-08-01,802
20645,2015-09-01,792
20645,2015-10-01,758
20645,2015-11-01,767
20645,2015-12-01,852
20645,2016-01-01,566
20645,2016-02-01,634
20645,2016-03-01,708
20645,2016-04-01,678
20645,2016-05-01,669
20645,2016-06-01,802
20645,2016-07-01,810
20645,2016-08-01,896
20645,2016-09-01,765
20645,2016-10-01,668
20645,2016-11-01,717
20645,2016-12-01,857
20645,2017-01-01,606
20645,2017-02-01,663
20645,2017-03-01,919
20645,2017-04-01,792
20645,2017-05-01,963
20645,2017-06-01,983
20645,2017-07-01,956
20645,2017-08-01,1156
20645,2017-09-01,1103
20645,2017-10-01,1214
20645,2017-11-01,1224
20645,2017-12-01,1328
20645,2018-01-01,1187
20645,2018-02-01,1200
20645,2018-03-01,1703
20645,2018-04-01,1790
20645,2018-05-01,1655
20645,2018-06-01,1539
20645,2018-07-01,1705
20645,2018-08-01,2084
20645,2018-09-01,1764
20645,2018-10-01,2061
20645,2018-11-01,2027
20645,2018-12-01,2194
20645,2019-01-01,1691
20645,2019-02-01,2138
20645,2019-03-01,2433
20645,2019-04-01,2905
20645,2019-05-01,3122
20645,2019-06-01,2763
20645,2019-07-01,3147
20645,2019-08-01,3361
20645,2019-09-01,3584
20645,2019-10-01,3865
20645,2019-11-01,3596
20645,2019-12-01,3632
20645,2020-01-01,2674
20645,2020-02-01,2783
20645,2020-03-01,3217
20645,2020-04-01,1351
20645,2020-05-01,1673
20645,2020-06-01,2549
20645,2020-07-01,3253
20645,2020-08-01,2873
20645,2020-09-01,3231
20645,2020-10-01,3120
20645,2020-11-01,3592
20645,2020-12-01,4044
20645,2021-01-01,2158
20645,2021-02-01,3266
20645,2021-03-01,4782
20645,2021-04-01,4440
20645,2021-05-01,4793
20645,2021-06-01,4914
20645,2021-07-01,4923
20645,2021-08-01,5525
20645,2021-09-01,4838
20645,2021-10-01,4653
20645,2021-11-01,4243
20645,2021-12-01,5192
20645,2022-01-01,3154
20645,2022-02-01,4028
20645,2022-03-01,4588
20645,2022-04-01,3881
20645,2022-05-01,4826
20645,2022-06-01,4723
20645,2022-07-01,4966
20645,2022-08-01,5663
20645,2022-09-01,5554
20645,2022-10-01,4867
20645,2022-11-01,4771
20645,2022-12-01,5433
20645,2023-01-01,3684
20645,2023-02-01,3652
20645,2023-03-01,4931
20645,2023-04-01,3785
20645,2023-05-01,4405
20645,2023-06-01,4220
20645,2023-07-01,4408
20645,2023-08-01,5279
20645,2023-09-01,4910
20645,2023-10-01,5186
20645,2023-11-01,4888
20645,2023-12-01,5127
20645,2024-01-01,3819
20645,2024-02-01,4396
20645,2024-03-01,4886
20645,2024-04-01,5335
20645,2024-05-01,4832
20645,2024-06-01,4912
20645,2024-07-01,5270
20645,2024-08-01,5752
20645,2024-09-01,5698
20645,2024-10-01,5763
20645,2024-11-01,5240
20645,2024-12-01,5514
20645,2025-01-01,3501
20645,2025-02-01,4378
20645,2025-03-01,4604
20645,2025-04-01,4863
20645,2025-05-01,4738
20645,2025-06-01,4804
20645,2025-07-01,5343
20645,2025-08-01,4865
20645,2025-09-01,5603
20645,2025-10-01,5999
20645,2025-11-01,4793
20645,2025-12-01,5279
20645,2026-01-01,3259
20645,2026-02-01,3499
20645,2026-03-01,4319
20645,2026-04-01,4298
20645,2026-05-01,3790
20645,2026-06-01,3580
20646,2011-03-01,243
20646,2011-04-01,248
20646,2011-05-01,278
20646,2011-06-01,269
20646,2011-07-01,436
20646,2011-08-01,434
20646,2011-09-01,543
20646,2011-10-01,314
20646,2011-11-01,807
20646,2011-12-01,982
20646,2012-01-01,299
20646,2012-02-01,468
20646,2012-03-01,683
20646,2012-04-01,252
20646,2012-05-01,260
20646,2012-06-01,386
20646,2012-07-01,296
20646,2012-08-01,415
20646,2012-09-01,389
20646,2012-10-01,526
20646,2012-11-01,319
20646,2012-12-01,658
20646,2013-01-01,340
20646,2013-02-01,426
20646,2013-03-01,598
20646,2013-04-01,354
20646,2013-05-01,371
20646,2013-06-01,301
20646,2013-07-01,354
20646,2013-08-01,517
20646,2013-09-01,498
20646,2013-10-01,460
20646,2013-11-01,581
20646,2013-12-01,767
20646,2014-01-01,463
20646,2014-02-01,666
20646,2014-03-01,550
20646,2014-04-01,594
20646,2014-05-01,819
20646,2014-06-01,651
20646,2014-07-01,794
20646,2014-08-01,527
20646,2014-09-01,826
20646,2014-10-01,844
20646,2014-11-01,443
20646,2014-12-01,654
20646,2015-01-01,493
20646,2015-02-01,308
20646,2015-03-01,383
20646,2015-04-01,525
20646,2015-05-01,668
20646,2015-06-01,502
20646,2015-07-01,480
20646,2015-08-01,367
20646,2015-09-01,349
20646,2015-10-01,328
20646,2015-11-01,316
20646,2015-12-01,474
20646,2016-01-01,260
20646,2016-02-01,470
20646,2016-03-01,303
20646,2016-04-01,499
20646,2016-05-01,482
20646,2016-06-01,345
20646,2016-07-01,319
20646,2016-08-01,382
20646,2016-09-01,371
20646,2016-10-01,499
20646,2016-11-01,359
20646,2016-12-01,579
20646,2017-01-01,414
20646,2017-02-01,239
20646,2017-03-01,544
20646,2017-04-01,234
20646,2017-05-01,427
20646,2017-06-01,392
20646,2017-07-01,351
20646,2017-08-01,270
20646,2017-09-01,392
20646,2017-10-01,497
20646,2017-11-01,247
20646,2017-12-01,392
20646,2018-01-01,315
20646,2018-02-01,552
20646,2018-03-01,341
20646,2018-04-01,373
20646,2018-05-01,344
20646,2018-06-01,411
20646,2018-07-01,445
20646,2018-08-01,423
20646,2018-09-01,419
20646,2018-10-01,382
20646,2018-11-01,362
20646,2018-12-01,480
20646,2019-01-01,447
20646,2019-02-01,482
20646,2019-03-01,579
20646,2019-04-01,545
20646,2019-05-01,629
20646,2019-06-01,761
20646,2019-07-01,865
20646,2019-08-01,871
20646,2019-09-01,994
20646,2019-10-01,904
20646,2019-11-01,816
20646,2019-12-01,901
20646,2020-01-01,796
20646,2020-02-01,819
20646,2020-03-01,979
20646,2020-04-01,859
20646,2020-05-01,908
20646,2020-06-01,1170
20646,2020-07-01,928
20646,2020-08-01,956
20646,2020-09-01,1309
20646,2020-10-01,1002
20646,2020-11-01,1249
20646,2020-12-01,1165
20646,2021-01-01,681
20646,2021-02-01,847
20646,2021-03-01,1378
20646,2021-04-01,1167
20646,2021-05-01,1179
20646,2021-06-01,1265
20646,2021-07-01,1471
20646,2021-08-01,1389
20646,2021-09-01,1680
20646,2021-10-01,1445
20646,2021-11-01,1568
20646,2021-12-01,1887
20646,2022-01-01,1401
20646,2022-02-01,1169
20646,2022-03-01,1528
20646,2022-04-01,1504
20646,2022-05-01,1860
20646,2022-06-01,1631
20646,2022-07-01,1770
20646,2022-08-01,1884
20646,2022-09-01,1868
20646,2022-10-01,1729
20646,2022-11-01,1461
20646,2022-12-01,1687
20646,2023-01-01,1229
20646,2023-02-01,1103
20646,2023-03-01,1326
20646,2023-04-01,1067
20646,2023-05-01,1414
20646,2023-06-01,1291
20646,2023-07-01,1349
20646,2023-08-01,1506
20646,2023-09-01,1373
20646,2023-10-01,1367
20646,2023-11-01,1224
20646,2023-12-01,1450
20646,2024-01-01,1105
20646,2024-02-01,1192
20646,2024-03-01,1203
20646,2024-04-01,1404
20646,2024-05-01,1360
20646,2024-06-01,1541
20646,2024-07-01,1630
20646,2024-08-01,1611
20646,2024-09-01,1538
20646,2024-10-01,1554
20646,2024-11-01,1192
20646,2024-12-01,1378
20646,2025-01-01,1463
20646,2025-02-01,1802
20646,2025-03-01,1704
20646,2025-04-01,1095
20646,2025-05-01,1273
20646,2025-06-01,1747
20646,2025-07-01,1384
20646,2025-08-01,1259
20646,2025-09-01,1355
20646,2025-10-01,1444
20646,2025-11-01,1115
20646,2025-12-01,1904
20646,2026-01-01,1170
20646,2026-02-01,1326
20646,2026-03-01,1562
20646,2026-04-01,1186
20646,2026-05-01,1577
20646,2026-06-01,1745
20648,2011-03-01,499
20648,2011-04-01,471
20648,2011-05-01,546
20648,2011-06-01,472
20648,2011-07-01,451
20648,2011-08-01,422
20648,2011-09-01,390
20648,2011-10-01,362
20648,2011-11-01,364
20648,2011-12-01,409
20648,2012-01-01,335
20648,2012-02-01,347
20648,2012-03-01,382
20648,2012-04-01,341
20648,2012-05-01,316
20648,2012-06-01,282
20648,2012-07-01,302
20648,2012-08-01,260
20648,2012-09-01,268
20648,2012-10-01,297
20648,2012-11-01,227
20648,2012-12-01,243
20648,2013-01-01,184
20648,2013-02-01,164
20648,2013-03-01,193
20648,2013-04-01,266
20648,2013-05-01,261
20648,2013-06-01,243
20648,2013-07-01,250
20648,2013-08-01,254
20648,2013-09-01,247
20648,2013-10-01,257
20648,2013-11-01,211
20648,2013-12-01,261
20648,2014-01-01,164
20648,2014-02-01,167
20648,2014-03-01,230
20648,2014-04-01,216
20648,2014-05-01,220
20648,2014-06-01,245
20648,2014-07-01,228
20648,2014-08-01,225
20648,2014-09-01,220
20648,2014-10-01,235
20648,2014-11-01,230
20648,2014-12-01,305
20648,2015-01-01,236
20648,2015-02-01,124
20648,2015-03-01,146
20648,2015-04-01,161
20648,2015-05-01,159
20648,2015-06-01,161
20648,2015-07-01,132
20648,2015-08-01,213
20648,2015-09-01,154
20648,2015-10-01,117
20648,2015-11-01,132
20648,2015-12-01,209
20648,2016-01-01,112
20648,2016-02-01,90
20648,2016-03-01,153
20648,2016-04-01,127
20648,2016-05-01,106
20648,2016-06-01,121
20648,2016-07-01,110
20648,2016-08-01,121
20648,2016-09-01,111
20648,2016-10-01,112
20648,2016-11-01,158
20648,2016-12-01,124
20648,2017-01-01,79
20648,2017-02-01,90
20648,2017-03-01,120
20648,2017-04-01,128
20648,2017-05-01,197
20648,2017-06-01,108
20648,2017-07-01,149
20648,2017-08-01,134
20648,2017-09-01,104
20648,2017-10-01,133
20648,2017-11-01,119
20648,2017-12-01,183
20648,2018-01-01,100
20648,2018-02-01,142
20648,2018-03-01,135
20648,2018-04-01,130
20648,2018-05-01,103
20648,2018-06-01,88
20648,2018-07-01,107
20648,2018-08-01,111
20648,2018-09-01,126
20648,2018-10-01,134
20648,2018-11-01,91
20648,2018-12-01,134
20648,2019-01-01,83
20648,2019-02-01,83
20648,2019-03-01,142
20648,2019-04-01,130
20648,2019-05-01,104
20648,2019-06-01,98
20648,2019-07-01,159
20648,2019-08-01,165
20648,2019-09-01,159
20648,2019-10-01,219
20648,2019-11-01,120
20648,2019-12-01,151
20648,2020-01-01,69
20648,2020-02-01,119
20648,2020-03-01,95
20648,2020-04-01,22
20648,2020-05-01,17
20648,2020-06-01,36
20648,2020-07-01,72
20648,2020-08-01,80
20648,2020-09-01,51
20648,2020-10-01,38
20648,2020-11-01,31
20648,2020-12-01,92
20648,2021-01-01,36
20648,2021-02-01,52
20648,2021-03-01,82
20648,2021-04-01,82
20648,2021-05-01,82
20648,2021-06-01,78
20648,2021-07-01,85
20648,2021-08-01,88
20648,2021-09-01,82
20648,2021-10-01,57
20648,2021-11-01,133
20648,2021-12-01,131
20648,2022-01-01,117
20648,2022-02-01,84
20648,2022-03-01,149
20648,2022-04-01,100
20648,2022-05-01,64
20648,2022-06-01,67
20648,2022-07-01,107
20648,2022-08-01,75
20648,2022-09-01,84
20648,2022-10-01,81
20648,2022-11-01,91
20648,2022-12-01,153
20648,2023-01-01,66
20648,2023-02-01,49
20648,2023-03-01,80
20648,2023-04-01,79
20648,2023-05-01,55
20648,2023-06-01,85
20648,2023-07-01,81
20648,2023-08-01,94
20648,2023-09-01,96
20648,2023-10-01,85
20648,2023-11-01,93
20648,2023-12-01,126
20648,2024-01-01,72
20648,2024-02-01,79
20648,2024-03-01,121
20648,2024-04-01,101
20648,2024-05-01,128
20648,2024-06-01,119
20648,2024-07-01,152
20648,2024-08-01,213
20648,2024-09-01,99
20648,2024-10-01,197
20648,2024-11-01,135
20648,2024-12-01,136
20648,2025-01-01,215
20648,2025-02-01,92
20648,2025-03-01,224
20648,2025-04-01,138
20648,2025-05-01,122
20648,2025-06-01,141
20648,2025-07-01,153
20648,2025-08-01,178
20648,2025-09-01,285
20648,2025-10-01,136
20648,2025-11-01,121
20648,2025-12-01,170
20648,2026-01-01,74
20648,2026-02-01,84
20648,2026-03-01,114
20648,2026-04-01,69
20648,2026-05-01,87
20648,2026-06-01,65
20649,2011-03-01,501
20649,2011-04-01,415
20649,2011-05-01,598
20649,2011-06-01,435
20649,2011-07-01,795
20649,2011-08-01,551
20649,2011-09-01,524
20649,2011-10-01,584
20649,2011-11-01,426
20649,2011-12-01,614
20649,2012-01-01,455
20649,2012-02-01,359
20649,2012-03-01,452
20649,2012-04-01,387
20649,2012-05-01,411
20649,2012-06-01,363
20649,2012-07-01,417
20649,2012-08-01,384
20649,2012-09-01,676
20649,2012-10-01,574
20649,2012-11-01,460
20649,2012-12-01,590
20649,2013-01-01,684
20649,2013-02-01,451
20649,2013-03-01,492
20649,2013-04-01,326
20649,2013-05-01,476
20649,2013-06-01,337
20649,2013-07-01,349
20649,2013-08-01,557
20649,2013-09-01,284
20649,2013-10-01,557
20649,2013-11-01,774
20649,2013-12-01,417
20649,2014-01-01,752
20649,2014-02-01,320
20649,2014-03-01,369
20649,2014-04-01,659
20649,2014-05-01,515
20649,2014-06-01,499
20649,2014-07-01,308
20649,2014-08-01,528
20649,2014-09-01,515
20649,2014-10-01,274
20649,2014-11-01,291
20649,2014-12-01,387
20649,2015-01-01,794
20649,2015-02-01,341
20649,2015-03-01,374
20649,2015-04-01,436
20649,2015-05-01,327
20649,2015-06-01,292
20649,2015-07-01,431
20649,2015-08-01,255
20649,2015-09-01,242
20649,2015-10-01,411
20649,2015-11-01,224
20649,2015-12-01,474
20649,2016-01-01,248
20649,2016-02-01,203
20649,2016-03-01,276
20649,2016-04-01,195
20649,2016-05-01,209
20649,2016-06-01,361
20649,2016-07-01,285
20649,2016-08-01,152
20649,2016-09-01,197
20649,2016-10-01,956
20649,2016-11-01,216
20649,2016-12-01,391
20649,2017-01-01,207
20649,2017-02-01,120
20649,2017-03-01,263
20649,2017-04-01,139
20649,2017-05-01,188
20649,2017-06-01,257
20649,2017-07-01,214
20649,2017-08-01,192
20649,2017-09-01,259
20649,2017-10-01,695
20649,2017-11-01,187
20649,2017-12-01,302
20649,2018-01-01,225
20649,2018-02-01,144
20649,2018-03-01,206
20649,2018-04-01,259
20649,2018-05-01,177
20649,2018-06-01,232
20649,2018-07-01,306
20649,2018-08-01,288
20649,2018-09-01,266
20649,2018-10-01,354
20649,2018-11-01,189
20649,2018-12-01,271
20649,2019-01-01,1140
20649,2019-02-01,318
20649,2019-03-01,260
20649,2019-04-01,331
20649,2019-05-01,732
20649,2019-06-01,293
20649,2019-07-01,421
20649,2019-08-01,261
20649,2019-09-01,459
20649,2019-10-01,363
20649,2019-11-01,445
20649,2019-12-01,625
20649,2020-01-01,421
20649,2020-02-01,380
20649,2020-03-01,387
20649,2020-04-01,645
20649,2020-05-01,210
20649,2020-06-01,169
20649,2020-07-01,742
20649,2020-08-01,314
20649,2020-09-01,442
20649,2020-10-01,788
20649,2020-11-01,359
20649,2020-12-01,383
20649,2021-01-01,456
20649,2021-02-01,447
20649,2021-03-01,435
20649,2021-04-01,549
20649,2021-05-01,350
20649,2021-06-01,540
20649,2021-07-01,1257
20649,2021-08-01,760
20649,2021-09-01,552
20649,2021-10-01,498
20649,2021-11-01,775
20649,2021-12-01,1110
20649,2022-01-01,338
20649,2022-02-01,300
20649,2022-03-01,341
20649,2022-04-01,853
20649,2022-05-01,405
20649,2022-06-01,383
20649,2022-07-01,1313
20649,2022-08-01,657
20649,2022-09-01,376
20649,2022-10-01,523
20649,2022-11-01,764
20649,2022-12-01,751
20649,2023-01-01,369
20649,2023-02-01,317
20649,2023-03-01,638
20649,2023-04-01,345
20649,2023-05-01,441
20649,2023-06-01,626
20649,2023-07-01,582
20649,2023-08-01,460
20649,2023-09-01,1189
20649,2023-10-01,529
20649,2023-11-01,664
20649,2023-12-01,683
20649,2024-01-01,1480
20649,2024-02-01,475
20649,2024-03-01,665
20649,2024-04-01,863
20649,2024-05-01,435
20649,2024-06-01,946
20649,2024-07-01,526
20649,2024-08-01,560
20649,2024-09-01,503
20649,2024-10-01,1303
20649,2024-11-01,533
20649,2024-12-01,825
20649,2025-01-01,684
20649,2025-02-01,400
20649,2025-03-01,723
20649,2025-04-01,537
20649,2025-05-01,880
20649,2025-06-01,906
20649,2025-07-01,903
20649,2025-08-01,770
20649,2025-09-01,741
20649,2025-10-01,601
20649,2025-11-01,637
20649,2025-12-01,846
20649,2026-01-01,590
20649,2026-02-01,765
20649,2026-03-01,454
20649,2026-04-01,653
20649,2026-05-01,591
20649,2026-06-01,624
20650,2011-03-01,1000
20650,2011-04-01,887
20650,2011-05-01,1144
20650,2011-06-01,907
20650,2011-07-01,1247
20650,2011-08-01,974
20650,2011-09-01,914
20650,2011-10-01,945
20650,2011-11-01,789
20650,2011-12-01,1023
20650,2012-01-01,790
20650,2012-02-01,706
20650,2012-03-01,834
20650,2012-04-01,728
20650,2012-05-01,727
20650,2012-06-01,645
20650,2012-07-01,718
20650,2012-08-01,644
20650,2012-09-01,944
20650,2012-10-01,871
20650,2012-11-01,687
20650,2012-12-01,833
20650,2013-01-01,868
20650,2013-02-01,615
20650,2013-03-01,686
20650,2013-04-01,593
20650,2013-05-01,737
20650,2013-06-01,580
20650,2013-07-01,599
20650,2013-08-01,811
20650,2013-09-01,531
20650,2013-10-01,814
20650,2013-11-01,985
20650,2013-12-01,678
20650,2014-01-01,916
20650,2014-02-01,486
20650,2014-03-01,599
20650,2014-04-01,876
20650,2014-05-01,735
20650,2014-06-01,744
20650,2014-07-01,537
20650,2014-08-01,753
20650,2014-09-01,735
20650,2014-10-01,509
20650,2014-11-01,521
20650,2014-12-01,692
20650,2015-01-01,1030
20650,2015-02-01,465
20650,2015-03-01,521
20650,2015-04-01,598
20650,2015-05-01,486
20650,2015-06-01,452
20650,2015-07-01,563
20650,2015-08-01,468
20650,2015-09-01,396
20650,2015-10-01,528
20650,2015-11-01,357
20650,2015-12-01,683
20650,2016-01-01,360
20650,2016-02-01,293
20650,2016-03-01,428
20650,2016-04-01,322
20650,2016-05-01,315
20650,2016-06-01,482
20650,2016-07-01,395
20650,2016-08-01,273
20650,2016-09-01,309
20650,2016-10-01,1068
20650,2016-11-01,374
20650,2016-12-01,515
20650,2017-01-01,285
20650,2017-02-01,210
20650,2017-03-01,382
20650,2017-04-01,267
20650,2017-05-01,384
20650,2017-06-01,365
20650,2017-07-01,364
20650,2017-08-01,326
20650,2017-09-01,363
20650,2017-10-01,828
20650,2017-11-01,306
20650,2017-12-01,486
20650,2018-01-01,326
20650,2018-02-01,286
20650,2018-03-01,342
20650,2018-04-01,390
20650,2018-05-01,279
20650,2018-06-01,320
20650,2018-07-01,413
20650,2018-08-01,399
20650,2018-09-01,392
20650,2018-10-01,488
20650,2018-11-01,280
20650,2018-12-01,405
20650,2019-01-01,1223
20650,2019-02-01,401
20650,2019-03-01,402
20650,2019-04-01,461
20650,2019-05-01,837
20650,2019-06-01,390
20650,2019-07-01,580
20650,2019-08-01,426
20650,2019-09-01,618
20650,2019-10-01,582
20650,2019-11-01,565
20650,2019-12-01,777
20650,2020-01-01,490
20650,2020-02-01,499
20650,2020-03-01,481
20650,2020-04-01,666
20650,2020-05-01,227
20650,2020-06-01,205
20650,2020-07-01,814
20650,2020-08-01,394
20650,2020-09-01,492
20650,2020-10-01,826
20650,2020-11-01,390
20650,2020-12-01,475
20650,2021-01-01,492
20650,2021-02-01,500
20650,2021-03-01,517
20650,2021-04-01,631
20650,2021-05-01,431
20650,2021-06-01,618
20650,2021-07-01,1342
20650,2021-08-01,847
20650,2021-09-01,634
20650,2021-10-01,556
20650,2021-11-01,908
20650,2021-12-01,1240
20650,2022-01-01,455
20650,2022-02-01,383
20650,2022-03-01,490
20650,2022-04-01,953
20650,2022-05-01,470
20650,2022-06-01,450
20650,2022-07-01,1420
20650,2022-08-01,732
20650,2022-09-01,460
20650,2022-10-01,604
20650,2022-11-01,855
20650,2022-12-01,905
20650,2023-01-01,435
20650,2023-02-01,366
20650,2023-03-01,718
20650,2023-04-01,424
20650,2023-05-01,496
20650,2023-06-01,712
20650,2023-07-01,662
20650,2023-08-01,554
20650,2023-09-01,1286
20650,2023-10-01,614
20650,2023-11-01,758
20650,2023-12-01,808
20650,2024-01-01,1552
20650,2024-02-01,554
20650,2024-03-01,786
20650,2024-04-01,964
20650,2024-05-01,562
20650,2024-06-01,1066
20650,2024-07-01,679
20650,2024-08-01,773
20650,2024-09-01,602
20650,2024-10-01,1501
20650,2024-11-01,668
20650,2024-12-01,961
20650,2025-01-01,899
20650,2025-02-01,492
20650,2025-03-01,946
20650,2025-04-01,675
20650,2025-05-01,1003
20650,2025-06-01,1047
20650,2025-07-01,1056
20650,2025-08-01,949
20650,2025-09-01,1026
20650,2025-10-01,738
20650,2025-11-01,758
20650,2025-12-01,1016
20650,2026-01-01,665
20650,2026-02-01,849
20650,2026-03-01,568
20650,2026-04-01,722
20650,2026-05-01,678
20650,2026-06-01,689
20651,2011-03-01,2328
20651,2011-04-01,2034
20651,2011-05-01,2226
20651,2011-06-01,2123
20651,2011-07-01,1944
20651,2011-08-01,2263
20651,2011-09-01,2292
20651,2011-10-01,2248
20651,2011-11-01,2130
20651,2011-12-01,2307
20651,2012-01-01,1718
20651,2012-02-01,1586
20651,2012-03-01,1921
20651,2012-04-01,1745
20651,2012-05-01,1731
20651,2012-06-01,1786
20651,2012-07-01,1775
20651,2012-08-01,1998
20651,2012-09-01,1982
20651,2012-10-01,2239
20651,2012-11-01,2212
20651,2012-12-01,2061
20651,2013-01-01,1982
20651,2013-02-01,1910
20651,2013-03-01,2101
20651,2013-04-01,2091
20651,2013-05-01,1884
20651,2013-06-01,2030
20651,2013-07-01,1812
20651,2013-08-01,2079
20651,2013-09-01,2414
20651,2013-10-01,2369
20651,2013-11-01,2397
20651,2013-12-01,2654
20651,2014-01-01,2078
20651,2014-02-01,1909
20651,2014-03-01,2000
20651,2014-04-01,1781
20651,2014-05-01,1647
20651,2014-06-01,1969
20651,2014-07-01,1674
20651,2014-08-01,1738
20651,2014-09-01,2596
20651,2014-10-01,2352
20651,2014-11-01,2118
20651,2014-12-01,2831
20651,2015-01-01,1423
20651,2015-02-01,1325
20651,2015-03-01,2016
20651,2015-04-01,1616
20651,2015-05-01,1454
20651,2015-06-01,1584
20651,2015-07-01,1428
20651,2015-08-01,1390
20651,2015-09-01,1897
20651,2015-10-01,1648
20651,2015-11-01,1549
20651,2015-12-01,1840
20651,2016-01-01,945
20651,2016-02-01,1142
20651,2016-03-01,1230
20651,2016-04-01,1065
20651,2016-05-01,1131
20651,2016-06-01,1322
20651,2016-07-01,984
20651,2016-08-01,1285
20651,2016-09-01,1391
20651,2016-10-01,1041
20651,2016-11-01,1272
20651,2016-12-01,1616
20651,2017-01-01,944
20651,2017-02-01,806
20651,2017-03-01,1207
20651,2017-04-01,900
20651,2017-05-01,1113
20651,2017-06-01,1209
20651,2017-07-01,946
20651,2017-08-01,1031
20651,2017-09-01,1227
20651,2017-10-01,1073
20651,2017-11-01,1124
20651,2017-12-01,1480
20651,2018-01-01,894
20651,2018-02-01,878
20651,2018-03-01,916
20651,2018-04-01,811
20651,2018-05-01,797
20651,2018-06-01,881
20651,2018-07-01,840
20651,2018-08-01,923
20651,2018-09-01,846
20651,2018-10-01,1131
20651,2018-11-01,1256
20651,2018-12-01,1344
20651,2019-01-01,742
20651,2019-02-01,876
20651,2019-03-01,756
20651,2019-04-01,765
20651,2019-05-01,622
20651,2019-06-01,539
20651,2019-07-01,636
20651,2019-08-01,709
20651,2019-09-01,838
20651,2019-10-01,914
20651,2019-11-01,811
20651,2019-12-01,1056
20651,2020-01-01,591
20651,2020-02-01,561
20651,2020-03-01,827
20651,2020-04-01,301
20651,2020-05-01,591
20651,2020-06-01,515
20651,2020-07-01,641
20651,2020-08-01,813
20651,2020-09-01,1244
20651,2020-10-01,798
20651,2020-11-01,1121
20651,2020-12-01,852
20651,2021-01-01,630
20651,2021-02-01,778
20651,2021-03-01,730
20651,2021-04-01,939
20651,2021-05-01,986
20651,2021-06-01,994
20651,2021-07-01,896
20651,2021-08-01,951
20651,2021-09-01,1181
20651,2021-10-01,870
20651,2021-11-01,1180
20651,2021-12-01,1494
20651,2022-01-01,621
20651,2022-02-01,808
20651,2022-03-01,1197
20651,2022-04-01,568
20651,2022-05-01,801
20651,2022-06-01,862
20651,2022-07-01,523
20651,2022-08-01,808
20651,2022-09-01,979
20651,2022-10-01,1152
20651,2022-11-01,1028
20651,2022-12-01,1152
20651,2023-01-01,701
20651,2023-02-01,751
20651,2023-03-01,849
20651,2023-04-01,815
20651,2023-05-01,963
20651,2023-06-01,1086
20651,2023-07-01,758
20651,2023-08-01,851
20651,2023-09-01,1056
20651,2023-10-01,887
20651,2023-11-01,792
20651,2023-12-01,1148
20651,2024-01-01,712
20651,2024-02-01,965
20651,2024-03-01,1117
20651,2024-04-01,842
20651,2024-05-01,1066
20651,2024-06-01,903
20651,2024-07-01,826
20651,2024-08-01,1003
20651,2024-09-01,903
20651,2024-10-01,974
20651,2024-11-01,1066
20651,2024-12-01,942
20651,2025-01-01,813
20651,2025-02-01,889
